car_age,year,owner,km_driven,brand_name_Mahindra,brand_name_Tata,brand_name_Toyota,brand_popularity,brand_name_Honda,brand_name_Chevrolet,selling_price
0.6842105263157894,0.3157894736842053,0,0.4216832631521877,0.0,0.0,0.0,1.0,0.0,0.0,60000.0
0.6842105263157894,0.3157894736842053,0,0.3012006096422268,0.0,0.0,0.0,1.0,0.0,0.0,504355.83229527104
0.4210526315789473,0.5789473684210549,0,0.602407243417129,0.0,0.0,0.0,0.5789473684210527,0.0,0.0,600000.0
0.1578947368421052,0.8421052631578902,0,0.2771040789402346,0.0,0.0,0.0,0.0263157894736842,0.0,0.0,250000.0
0.3157894736842105,0.6842105263157947,2,0.8493966831125489,0.0,0.0,0.0,0.1882591093117409,1.0,0.0,450000.0
0.6842105263157894,0.3157894736842053,0,0.7530105603045801,0.0,0.0,0.0,1.0,0.0,0.0,140000.0
0.2105263157894736,0.7894736842105203,0,0.1505972927547756,0.0,0.0,0.0,0.5789473684210527,0.0,0.0,550000.0
0.3157894736842105,0.6842105263157947,2,0.3614419363972072,0.0,1.0,0.0,0.2884615384615385,0.0,0.0,240000.0
0.2631578947368421,0.7368421052631504,0,0.1505972927547756,0.0,0.0,0.0,0.5789473684210527,0.0,0.0,850000.0
0.1578947368421052,0.8421052631578902,0,0.469876324556172,0.0,0.0,0.0,1.0,0.0,0.0,365000.0
0.2631578947368421,0.7368421052631504,0,0.210838619509756,0.0,0.0,0.0,0.1437246963562753,0.0,1.0,260000.0
0.3157894736842105,0.6842105263157947,0,0.602407243417129,0.0,1.0,0.0,0.2884615384615385,0.0,0.0,250000.0
0.6842105263157894,0.3157894736842053,0,0.3012006096422268,0.0,0.0,0.0,1.0,0.0,0.0,135000.0
0.3157894736842105,0.6842105263157947,2,0.3989589756773246,0.0,1.0,0.0,0.2884615384615385,0.0,0.0,240000.0
0.2631578947368421,0.7368421052631504,0,0.1445731600792775,0.0,0.0,0.0,1.0,0.0,0.0,585000.0
0.0526315789473684,0.94736842105263,0,0.0301146392448147,0.0,0.0,0.0,0.5789473684210527,0.0,0.0,1195000.0
0.368421052631579,0.6315789473684248,2,0.1987903541587599,0.0,0.0,0.0,0.1437246963562753,0.0,1.0,390000.0
0.1052631578947368,0.8947368421052602,0,0.0873438996620461,0.0,0.0,0.0,0.1882591093117409,1.0,0.0,930000.0
0.1052631578947368,0.8947368421052602,0,0.0903559659997951,0.0,1.0,0.0,0.2884615384615385,0.0,0.0,525000.0
