year,car_age,owner,km_driven,brand_popularity,avg_km_per_year,price_per_km,transmission,selling_price
0.3157894736842053,0.6842105263157894,0,0.4216832631521877,1.0,0.1372520261342047,2.0285742685754045e-06,1,60000.0
0.3157894736842053,0.6842105263157894,0,0.3012006096422268,1.0,0.0980362091403049,3.894852111155124e-05,1,504355.83229527104
0.5789473684210549,0.4210526315789473,0,0.602407243417129,0.5789473684210527,0.2777753703623457,2.2600031640044297e-05,1,600000.0
0.8421052631578902,0.1578947368421052,0,0.2771040789402346,0.0263157894736842,0.2190450158643385,2.033915890960508e-05,1,250000.0
0.6842105263157947,0.3157894736842105,2,0.8493966831125489,0.1882591093117409,0.4699982333274444,1.1365973359171211e-05,1,450000.0
0.3157894736842053,0.6842105263157894,0,0.7530105603045801,1.0,0.2450955228674291,3.0800043120060374e-06,1,140000.0
0.7894736842105203,0.2105263157894736,0,0.1505972927547756,0.5789473684210527,0.1041636805456018,8.660012124016974e-05,1,550000.0
0.6842105263157947,0.3157894736842105,2,0.3614419363972072,0.2884615384615385,0.1999973333244444,1.4600020440028616e-05,1,240000.0
0.7368421052631504,0.2631578947368421,0,0.1505972927547756,0.5789473684210527,0.0925895678911522,0.0001346001884402,1,850000.0
0.8421052631578902,0.1578947368421052,0,0.469876324556172,1.0,0.371426476183492,1.7317972963110867e-05,1,365000.0
0.7368421052631504,0.2631578947368421,0,0.210838619509756,0.1437246963562753,0.1296267283853908,2.831432535434121e-05,1,260000.0
0.6842105263157947,0.3157894736842105,0,0.602407243417129,0.2884615384615385,0.3333311111037036,8.600012040016855e-06,1,250000.0
0.3157894736842053,0.6842105263157894,0,0.3012006096422268,1.0,0.0980362091403049,9.400013160018424e-06,1,135000.0
0.6842105263157947,0.3157894736842105,2,0.3989589756773246,0.2884615384615385,0.2207567058672202,1.3095443674772003e-05,1,240000.0
0.7368421052631504,0.2631578947368421,0,0.1445731600792775,1.0,0.0888858518417283,9.610013454018836e-05,1,585000.0
0.94736842105263,0.0526315789473684,0,0.0301146392448147,0.5789473684210527,0.0333301111003703,0.0009546013364418,1,1195000.0
0.6315789473684248,0.368421052631579,2,0.1987903541587599,0.1437246963562753,0.0999969999899999,4.587279149463537e-05,1,390000.0
0.8947368421052602,0.1052631578947368,0,0.0873438996620461,0.1882591093117409,0.0805524907305246,0.0002551520813508,1,930000.0
0.8947368421052602,0.1052631578947368,0,0.0903559659997951,0.2884615384615385,0.0833302777675925,0.0001386001940402,1,525000.0
0.6842105263157947,0.3157894736842105,1,0.3614419363972072,0.5789473684210527,0.1999973333244444,1.3933286173267307e-05,1,229999.0
0.5789473684210549,0.4210526315789473,0,0.2409592828872463,0.5789473684210527,0.1111081481382715,6.110008554011977e-05,1,625000.0
0.6842105263157947,0.3157894736842105,0,0.3012006096422268,0.2631578947368421,0.1666638888796295,8.26001156401619e-05,1,1050000.0
0.6842105263157947,0.3157894736842105,2,0.4457797938541799,0.1882591093117409,0.2466641555471851,2.887031068870524e-05,1,560000.0
0.6842105263157947,0.3157894736842105,2,0.3855384670991994,1.0,0.2133307111023703,1.672502341503278e-05,1,290000.0
0.5789473684210549,0.4210526315789473,2,0.3614419363972072,1.0,0.1666638888796295,1.6933357040033188e-05,1,275000.0
0.4210526315789451,0.5789473684210527,2,0.7228898969270899,0.2631578947368421,0.266664222214074,1.2300017220024108e-05,1,411000.0
0.4210526315789451,0.5789473684210527,4,0.47590045723167,0.5789473684210527,0.1755528073982468,6.194945381784292e-06,1,150000.0
0.94736842105263,0.0526315789473684,0,0.0903559659997951,0.5789473684210527,0.0999969999899999,0.0001319335180402,1,500000.0
0.2631578947368354,0.7368421052631579,0,0.4819245899071681,1.0,0.1481453086325102,3.600005040007056e-06,1,100000.0
0.8421052631578902,0.1578947368421052,0,0.1114404303640383,1.0,0.088092198402566,0.0001553569742565,1,725000.0
0.8947368421052602,0.1052631578947368,0,0.0614401291574045,1.0,0.0566635222117407,0.0001558551201579,1,401000.0
0.8947368421052602,0.1052631578947368,0,0.1746938234567678,0.5789473684210527,0.1611083148054937,0.0001020484187298,1,750000.0
0.8947368421052602,0.1052631578947368,0,0.1686696907812697,1.0,0.1555527407313579,4.288577432579834e-05,1,310000.0
0.7894736842105203,0.2105263157894736,0,0.2771040789402346,1.0,0.1916639722132407,5.642616595315408e-05,1,665000.0
0.6842105263157947,0.3157894736842105,0,0.4216832631521877,0.5789473684210527,0.2333307777692592,2.517146381147791e-05,1,465000.0
0.5789473684210549,0.4210526315789473,2,0.3614419363972072,1.0,0.1666638888796295,9.266679640018162e-06,1,160000.0
0.6842105263157947,0.3157894736842105,0,0.5421659166621485,0.1882591093117409,0.2999976666588889,2.8600040040056056e-05,1,675000.0
0.6315789473684248,0.368421052631579,0,0.4819245899071681,1.0,0.2424217171632996,1.3600019040026656e-05,1,300000.0
0.2105263157894796,0.7894736842105263,0,0.4819245899071681,0.2884615384615385,0.1403480116863547,2.100002940004116e-06,1,70000.0
0.6842105263157947,0.3157894736842105,2,0.4415629009813312,0.5789473684210527,0.2443308144360481,1.1696878585725515e-05,1,240000.0
0.6842105263157947,0.3157894736842105,0,0.5542141820131447,0.1052631578947368,0.3066643555478518,2.1426116953085472e-05,1,525000.0
0.4210526315789451,0.5789473684210527,2,0.402189169814276,1.0,0.1483616056497965,7.646802389664498e-06,1,151000.0
0.4210526315789451,0.5789473684210527,0,0.602407243417129,1.0,0.2222196296209876,4.200005880008231e-06,1,140000.0
0.8421052631578902,0.1578947368421052,0,0.3614419363972072,0.2631578947368421,0.2857119047539682,3.660005124007174e-05,1,570000.0
0.8947368421052602,0.1052631578947368,0,0.1867420888077638,0.5789473684210527,0.1722194629537654,3.730972965297636e-05,1,300000.0
0.3157894736842053,0.6842105263157894,0,0.2349351502117482,0.2884615384615385,0.07646750979366,8.856422655401974e-06,1,100000.0
0.4210526315789451,0.5789473684210527,4,0.7228898969270899,0.1052631578947368,0.266664222214074,1.5266688040029925e-05,1,500000.0
0.6842105263157947,0.3157894736842105,1,1.0,0.2884615384615385,0.5533318444394815,1.612050449641714e-06,1,125000.0
0.2631578947368354,0.7368421052631579,4,0.6626485701721094,1.0,0.2037010493738682,3.327277385461068e-06,1,130000.0
0.8421052631578902,0.1578947368421052,0,0.210838619509756,0.1923076923076923,0.1666638888796295,0.0001043144317544,1,925000.0
0.8947368421052602,0.1052631578947368,0,0.3614419363972072,1.0,0.3333311111037036,4.8600068040095255e-05,1,750000.0
0.473684210526315,0.5263157894736842,2,0.3795143344237013,0.5789473684210527,0.1499971666572221,1.4346051830504306e-05,1,248000.0
0.6842105263157947,0.3157894736842105,2,0.7228898969270899,0.0283400809716599,0.3999979999933333,1.3600019040026656e-05,1,450000.0
0.2105263157894796,0.7894736842105263,4,0.7228898969270899,0.5789473684210527,0.2105236842017543,1.541188265314475e-05,1,504355.83229527104
0.6842105263157947,0.3157894736842105,2,0.4578280592051759,0.048582995951417,0.2533308444361481,3.281057225059062e-05,1,650000.0
0.7368421052631504,0.2631578947368421,0,0.4819245899071681,0.5789473684210527,0.296293950609465,2.110002954004136e-05,1,450000.0
0.94736842105263,0.0526315789473684,0,0.1505972927547756,0.5789473684210527,0.1666638888796295,0.0001026001436402,1,650000.0
0.7894736842105203,0.2105263157894736,0,0.0720305544009301,0.1882591093117409,0.0498218327394424,0.0001641797582008,1,495000.0
0.7368421052631504,0.2631578947368421,0,0.1204766293772854,0.1882591093117409,0.0740709876440328,7.28001019201427e-05,1,371000.0
0.8421052631578902,0.1578947368421052,0,0.0542111699468069,0.5789473684210527,0.0428539523703174,0.0004541561913742,1,1025000.0
0.7368421052631504,0.2631578947368421,0,0.4216832631521877,0.2631578947368421,0.2592567901152263,4.145720089722411e-05,1,750000.0
0.6315789473684248,0.368421052631579,0,0.7228898969270899,0.1062753036437247,0.3636342424171717,1.860002604003645e-05,1,600000.0
0.3157894736842053,0.6842105263157894,2,0.3493936710462111,0.5789473684210527,0.1137225359378649,4.1172471434563455e-06,1,80000.0
0.6315789473684248,0.368421052631579,0,0.3746950282833029,0.2631578947368421,0.1884821434253265,1.950034884389674e-05,1,325000.0
0.7368421052631504,0.2631578947368421,2,0.3192730076687209,0.0303643724696356,0.1962936172750205,2.5015129360803743e-05,1,350000.0
0.8421052631578902,0.1578947368421052,2,0.0903559659997951,0.0263157894736842,0.0714254761801586,5.460007644010702e-05,1,210000.0
0.6315789473684248,0.368421052631579,0,0.3012006096422268,0.0748987854251012,0.1515123232228955,3.4600048440067815e-05,1,450000.0
0.3684210526315752,0.631578947368421,0,0.1757359984096289,1.0,0.0607739525798419,2.2594821335557266e-05,1,175000.0
0.8421052631578902,0.1578947368421052,0,0.7228898969270899,0.2631578947368421,0.5714271428523808,1.9533360680038286e-05,1,628000.0
0.473684210526315,0.5263157894736842,0,0.602407243417129,0.5789473684210527,0.2380926984042327,2.2600031640044297e-05,1,600000.0
0.8421052631578902,0.1578947368421052,0,0.1807179561322658,0.048582995951417,0.1428542857047618,5.180007252010153e-05,1,399000.0
0.8947368421052602,0.1052631578947368,0,0.5240935186356545,0.2631578947368421,0.4833316111053703,3.308280493661657e-05,1,750000.0
0.94736842105263,0.0526315789473684,0,0.0903559659997951,0.5789473684210527,0.0999969999899999,0.0001986002780403,1,750000.0
0.8421052631578902,0.1578947368421052,0,0.0963800986752932,0.1062753036437247,0.0761873968151322,7.735010829015161e-05,1,315000.0
0.5789473684210549,0.4210526315789473,0,0.3614419363972072,0.2631578947368421,0.1666638888796295,3.860005404007565e-05,1,600000.0
0.473684210526315,0.5263157894736842,1,0.3614419363972072,1.0,0.1428542857047618,5.2666740400103225e-06,1,100000.0
0.526315789473685,0.4736842105263157,4,0.6626485701721094,1.0,0.2820488888809116,7.690919858196894e-06,1,250000.0
0.8421052631578902,0.1578947368421052,0,0.1505972927547756,0.1062753036437247,0.1190446825298941,5.460007644010702e-05,1,350000.0
0.7894736842105203,0.2105263157894736,0,0.3614419363972072,0.5789473684210527,0.2499974999916666,5.060007084009918e-05,1,780000.0
0.6842105263157947,0.3157894736842105,2,0.4780089036680944,1.0,0.2644975483251611,2.047778544268664e-05,1,434000.0
0.6842105263157947,0.3157894736842105,2,0.5421659166621485,0.2631578947368421,0.2999976666588889,2.3266699240045603e-05,1,555000.0
0.3157894736842053,0.6842105263157894,2,0.5421659166621485,1.0,0.1764678431281045,3.933338840007709e-06,1,120000.0
0.6842105263157947,0.3157894736842105,2,0.7228898969270899,1.0,0.3999979999933333,1.5266688040029925e-05,1,500000.0
0.6315789473684248,0.368421052631579,2,0.3614419363972072,0.1437246963562753,0.1818154545363636,9.600013440018815e-06,1,165000.0
0.1578947368421097,0.8421052631578947,0,0.3012006096422268,1.0,0.0833302777675925,6.200008680012152e-06,1,95000.0
0.8947368421052602,0.1052631578947368,0,0.1204766293772854,1.0,0.1111081481382715,0.0001086001520402,1,550000.0
0.3157894736842053,0.6842105263157894,1,0.6626485701721094,1.0,0.2156836601220043,2.2363667672771108e-06,1,100000.0
0.5789473684210549,0.4210526315789473,2,0.3012006096422268,0.2884615384615385,0.1388860185089505,6.600009240012936e-06,1,100000.0
0.5789473684210549,0.4210526315789473,0,0.602407243417129,0.1052631578947368,0.2777753703623457,1.860002604003645e-05,1,500000.0
0.7894736842105203,0.2105263157894736,2,0.4216832631521877,1.0,0.2916643055476851,4.431434775437257e-05,1,800000.0
0.7894736842105203,0.2105263157894736,2,0.4216832631521877,0.5789473684210527,0.2916643055476851,4.660006524009134e-05,1,840000.0
0.7894736842105203,0.2105263157894736,0,0.3012006096422268,0.1882591093117409,0.208330694435648,3.780005292007409e-05,1,490000.0
0.473684210526315,0.5263157894736842,2,0.4879487225826661,0.2884615384615385,0.192854452371984,4.772846188157503e-06,1,125000.0
0.5789473684210549,0.4210526315789473,4,0.7228898969270899,0.1437246963562753,0.3333311111037036,1.1933350040023387e-05,1,400000.0
0.7368421052631504,0.2631578947368421,0,0.0216808534991174,0.1437246963562753,0.0133300444334814,0.0011097126647088,1,1000000.0
0.7368421052631504,0.2631578947368421,0,0.0859703974120325,0.1923076923076923,0.0528561021129329,0.0001471428068967,1,530000.0
0.8421052631578902,0.1578947368421052,0,0.2964596172266098,0.1923076923076923,0.2343450668645085,6.687473650354521e-05,1,840000.0
0.7368421052631504,0.2631578947368421,0,0.2409592828872463,0.5789473684210527,0.1481453086325102,2.159993023990233e-05,1,229999.0
0.5789473684210549,0.4210526315789473,0,0.4819245899071681,0.1437246963562753,0.2222196296209876,5.100007140009996e-06,1,130000.0
0.7368421052631504,0.2631578947368421,0,0.4216832631521877,0.5789473684210527,0.2592567901152263,1.0028585468591084e-05,1,200000.0
0.526315789473685,0.4736842105263157,0,0.4216832631521877,0.2884615384615385,0.1794844444353276,5.457150497153553e-06,1,120000.0
0.1052631578947398,0.894736842105263,0,0.3433695383707131,0.5789473684210527,0.0904731587200528,3.863163303165467e-06,1,75000.0
0.7894736842105203,0.2105263157894736,0,0.7228898969270899,0.2884615384615385,0.4999983333277777,6.93334304001359e-06,1,250000.0
0.2105263157894796,0.7894736842105263,0,0.1807179561322658,1.0,0.0526284210421052,1.1933350040023387e-05,1,100000.0
0.6315789473684248,0.368421052631579,2,0.0195121657359381,0.5789473684210527,0.0098148812011191,0.0003442794943369,1,280000.0
0.7368421052631504,0.2631578947368421,0,0.0301146392448147,0.5789473684210527,0.0185152469026748,0.0004306006028408,1,540000.0
0.8947368421052602,0.1052631578947368,0,0.0602353026223049,0.5789473684210527,0.0555524073969135,0.0002786003900405,1,700000.0
0.7368421052631504,0.2631578947368421,0,0.602407243417129,1.0,0.3703682715979424,1.9600027440038416e-05,1,525000.0
0.7894736842105203,0.2105263157894736,0,0.4819245899071681,0.5789473684210527,0.3333311111037036,2.0100028140039395e-05,1,430000.0
0.0526315789473699,0.9473684210526316,0,0.4216832631521877,0.5789473684210527,0.1060576262526935,2.31428895429025e-06,1,65000.0
0.8947368421052602,0.1052631578947368,0,0.210838619509756,1.0,0.1944417592503085,9.002869746874789e-05,1,800000.0
0.3157894736842053,0.6842105263157894,2,0.6867451008741017,0.5789473684210527,0.2235268235207842,1.2315806715813618e-06,1,75000.0
0.3684210526315752,0.631578947368421,0,0.3239236380942054,0.5789473684210527,0.1120220400734669,1.4221532965267776e-05,1,210000.0
0.5789473684210549,0.4210526315789473,2,0.8433725504370508,0.2631578947368421,0.3888868518450616,4.171434411436747e-06,1,195000.0
0.7368421052631504,0.2631578947368421,0,0.7228898969270899,0.1437246963562753,0.4444425925864197,1.1933350040023387e-05,1,400000.0
0.5789473684210549,0.4210526315789473,0,0.3614419363972072,0.5789473684210527,0.1666638888796295,9.93334724001947e-06,1,170000.0
0.7894736842105203,0.2105263157894736,0,0.1505972927547756,0.1062753036437247,0.1041636805456018,3.4600048440067815e-05,1,225000.0
0.6842105263157947,0.3157894736842105,0,0.5421659166621485,1.0,0.2999976666588889,7.93334444001555e-06,1,210000.0
1.0,0.0,0,0.7228898969270899,1.0,1.0,6.600009240012936e-06,1,240000.0
0.526315789473685,0.4736842105263157,4,0.602407243417129,0.1437246963562753,0.2564077777695156,2.5600035840050173e-06,1,99000.0
0.6842105263157947,0.3157894736842105,0,0.2168627521852541,0.1882591093117409,0.1199970666568888,6.748898337346561e-05,1,620000.0
0.6315789473684248,0.368421052631579,0,0.1807179561322658,0.1882591093117409,0.0909060605959595,6.526675804012794e-05,1,500000.0
0.6315789473684248,0.368421052631579,2,0.4216832631521877,0.1882591093117409,0.2121185858498316,1.3457161697169231e-05,1,260000.0
0.8421052631578902,0.1578947368421052,0,0.3614419363972072,1.0,0.2857119047539682,3.526671604006912e-05,1,550000.0
0.526315789473685,0.4736842105263157,0,0.9367466069072704,0.2884615384615385,0.3987159444377634,2.458524342255624e-06,1,150000.0
0.7894736842105203,0.2105263157894736,0,0.2409592828872463,0.1437246963562753,0.1666638888796295,3.0600042840059976e-05,1,320000.0
0.7368421052631504,0.2631578947368421,4,0.602407243417129,1.0,0.3703682715979424,1.4600020440028616e-05,1,400000.0
0.5789473684210549,0.4210526315789473,4,0.4819245899071681,1.0,0.2222196296209876,7.350010290014406e-06,1,175000.0
0.526315789473685,0.4736842105263157,2,0.5421659166621485,0.1437246963562753,0.2307666666581196,3.933338840007709e-06,1,120000.0
0.6315789473684248,0.368421052631579,2,0.5421659166621485,0.1062753036437247,0.2727248484767676,1.2822240173358464e-05,1,320000.0
0.2631578947368354,0.7368421052631579,4,0.6626485701721094,0.5789473684210527,0.2037010493738682,1.1454561490931543e-06,1,70000.0
0.94736842105263,0.0526315789473684,0,0.0903559659997951,1.0,0.0999969999899999,0.0002146003004404,1,810000.0
0.3157894736842053,0.6842105263157894,2,0.602407243417129,1.0,0.1960757516250544,2.400003360004704e-06,1,95000.0
1.0,0.0,0,0.2409592828872463,1.0,0.3333311111037036,2.680003752005253e-05,1,282000.0
0.1578947368421097,0.8421052631578947,2,0.3614419363972072,1.0,0.0999969999899999,3.933338840007709e-06,1,80000.0
0.6315789473684248,0.368421052631579,0,0.1505972927547756,0.2884615384615385,0.0757544949392255,1.0120014168019835e-05,1,72000.0
0.7894736842105203,0.2105263157894736,0,0.1505972927547756,0.5789473684210527,0.1041636805456018,9.460013244018544e-05,1,600000.0
0.7368421052631504,0.2631578947368421,0,0.1385490274037795,0.0283400809716599,0.0851821357923044,0.0001099045016923,1,640000.0
0.8947368421052602,0.1052631578947368,0,0.1334586352929836,1.0,0.1230804102680342,6.720763189253525e-05,1,380000.0
0.8947368421052602,0.1052631578947368,0,0.4216832631521877,1.0,0.3888868518450616,3.57429071829272e-05,1,650000.0
0.4210526315789451,0.5789473684210527,2,0.3614419363972072,1.0,0.1333304444348147,8.600012040016855e-06,1,150000.0
0.4210526315789451,0.5789473684210527,2,0.6626485701721094,0.5789473684210527,0.2444419259175308,8.781830476380848e-06,1,280000.0
0.8947368421052602,0.1052631578947368,0,0.1807179561322658,0.2884615384615385,0.1666638888796295,5.593341164010963e-05,1,430000.0
0.94736842105263,0.0526315789473684,0,0.0903559659997951,0.2631578947368421,0.0999969999899999,0.0002119336300404,1,800000.0
0.1052631578947398,0.894736842105263,2,0.602407243417129,1.0,0.1587273544880069,1.6000022400031364e-06,1,75000.0
0.8421052631578902,0.1578947368421052,0,0.1445731600792775,1.0,0.1142827618949205,6.360008904012467e-05,1,390000.0
0.2105263157894796,0.7894736842105263,2,0.7228898969270899,0.1882591093117409,0.2105236842017543,1.9333360400037897e-06,1,100000.0
0.3157894736842053,0.6842105263157894,0,0.4721654949728613,1.0,0.1536834534546487,7.530860249762145e-06,1,175000.0
